datahora;temperatura;radiacao
11/04/2022 05:15;12.8;0
11/04/2022 05:30;12.7;0
11/04/2022 05:45;12.6;0
11/04/2022 06:00;12.5;0
11/04/2022 06:15;12.4;0
11/04/2022 06:30;12.4;0
11/04/2022 06:45;12.4;0
11/04/2022 07:00;12.4;1
11/04/2022 07:15;12.4;7
11/04/2022 07:30;12.4;20
11/04/2022 07:45;12.5;31
11/04/2022 08:00;12.9;142
11/04/2022 08:15;12.9;69
11/04/2022 08:30;13;89
11/04/2022 08:45;13.3;80
11/04/2022 09:00;13.4;136
11/04/2022 09:15;13.7;153
11/04/2022 09:30;14.1;241
11/04/2022 09:45;14.8;335
11/04/2022 10:00;15.1;179
11/04/2022 10:15;14.9;134
11/04/2022 10:30;14.7;94
11/04/2022 10:45;14.3;175
11/04/2022 11:00;14;92
11/04/2022 11:15;13.2;142
11/04/2022 11:30;12.7;164
11/04/2022 11:45;12.2;105
11/04/2022 12:00;12;94
11/04/2022 12:15;12.4;85
11/04/2022 12:30;12.4;111
11/04/2022 12:45;12.5;340
11/04/2022 13:00;13.2;341
11/04/2022 13:15;13.8;456
11/04/2022 13:30;14.3;366
11/04/2022 13:45;14.2;243
11/04/2022 14:00;14.3;428
11/04/2022 14:15;15;469
11/04/2022 14:30;15.1;521
11/04/2022 14:45;14.8;310
11/04/2022 15:00;15.5;715
11/04/2022 15:15;15.8;652
11/04/2022 15:30;16.1;575
11/04/2022 15:45;16.1;597
11/04/2022 16:00;16;498
11/04/2022 16:15;15.9;545
11/04/2022 16:30;15.6;380
11/04/2022 16:45;14.5;82
11/04/2022 17:00;13.4;91
11/04/2022 17:15;14;298
11/04/2022 17:30;14.2;152
11/04/2022 17:45;14.3;251
11/04/2022 18:00;14.9;361
11/04/2022 18:15;15;247
11/04/2022 18:30;15;274
11/04/2022 18:45;15.1;200
11/04/2022 19:00;15;165
11/04/2022 19:15;14.9;144
11/04/2022 19:30;14.8;94
11/04/2022 19:45;14.5;26
11/04/2022 20:00;14;6
11/04/2022 20:15;13.8;2
11/04/2022 20:30;13.6;0
11/04/2022 20:45;13.4;0
11/04/2022 21:00;13.3;0
11/04/2022 21:15;13.3;0
11/04/2022 21:30;13.5;0
11/04/2022 21:45;13.6;0
11/04/2022 22:00;13.7;0
11/04/2022 22:15;13.7;0
11/04/2022 22:30;13.7;0
11/04/2022 22:45;13.7;0
11/04/2022 23:00;13.7;0
11/04/2022 23:15;13.7;0
11/04/2022 23:30;13.6;0
11/04/2022 23:45;13.4;0
12/04/2022 00:00;13.2;0
12/04/2022 00:15;12.8;0
12/04/2022 00:30;12.6;0
12/04/2022 00:45;12.5;0
12/04/2022 01:00;12.3;0
12/04/2022 01:15;12.5;0
12/04/2022 01:30;12.3;0
12/04/2022 01:45;12;0
12/04/2022 02:00;12;0
12/04/2022 02:15;11.9;0
12/04/2022 02:30;11.8;0
12/04/2022 02:45;11.8;0
12/04/2022 03:00;11.8;0
12/04/2022 03:15;11.8;0
12/04/2022 03:30;11.9;0
12/04/2022 03:45;11.9;0
12/04/2022 04:00;11.8;0
12/04/2022 04:15;11.7;0
12/04/2022 04:30;11.8;0
12/04/2022 04:45;11.7;0
12/04/2022 05:00;11.6;0
12/04/2022 05:15;11.6;0
12/04/2022 05:30;11.5;0
12/04/2022 05:45;11.5;0
12/04/2022 06:00;11.4;0
12/04/2022 06:15;11.3;0
12/04/2022 06:30;11.3;0
12/04/2022 06:45;11.3;0
12/04/2022 07:00;11.3;1
12/04/2022 07:15;11.4;3
12/04/2022 07:30;11.4;11
12/04/2022 07:45;11.4;46
12/04/2022 08:00;11.7;120
12/04/2022 08:15;11.8;90
12/04/2022 08:30;12.1;90
12/04/2022 08:45;12.2;78
12/04/2022 09:00;12.1;77
12/04/2022 09:15;12.2;138
12/04/2022 09:30;12.5;61
12/04/2022 09:45;12.5;104
12/04/2022 10:00;12.3;158
12/04/2022 10:15;12.4;145
12/04/2022 10:30;12.6;90
12/04/2022 10:45;12.3;153
12/04/2022 11:00;12.3;141
12/04/2022 11:15;12.6;242
12/04/2022 11:30;13;188
12/04/2022 11:45;13.3;245
12/04/2022 12:00;13.8;316
12/04/2022 12:15;13.7;521
12/04/2022 12:30;14.6;576
12/04/2022 12:45;14.8;408
12/04/2022 13:00;15;601
12/04/2022 13:15;15.8;793
12/04/2022 13:30;15.5;596
12/04/2022 13:45;15.5;605
12/04/2022 14:00;15.7;493
12/04/2022 14:15;15.2;421
12/04/2022 14:30;15.5;479
12/04/2022 14:45;16.1;624
12/04/2022 15:00;16.1;613
12/04/2022 15:15;15.7;402
12/04/2022 15:30;15.8;358
12/04/2022 15:45;16;465
12/04/2022 16:00;16;368
12/04/2022 16:15;16.6;536
12/04/2022 16:30;16.5;509
12/04/2022 16:45;16.2;355
12/04/2022 17:00;16.1;257
12/04/2022 17:15;16;248
12/04/2022 17:30;15.1;120
12/04/2022 17:45;12.8;442
12/04/2022 18:00;13.8;180
12/04/2022 18:15;14.7;262
12/04/2022 18:30;15;179
12/04/2022 18:45;14.9;156
12/04/2022 19:00;14.7;80
12/04/2022 19:15;14.4;98
12/04/2022 19:30;14.4;93
12/04/2022 19:45;14.3;45
12/04/2022 20:00;14;10
12/04/2022 20:15;13.9;2
12/04/2022 20:30;13.9;0
12/04/2022 20:45;13.8;0
12/04/2022 21:00;13.8;0
12/04/2022 21:15;13.7;0
12/04/2022 21:30;13.7;0
12/04/2022 21:45;13.6;0
12/04/2022 22:00;13.4;0
12/04/2022 22:15;13.2;0
12/04/2022 22:30;13.2;0
12/04/2022 22:45;13.1;0
12/04/2022 23:00;13;0
12/04/2022 23:15;13;0
12/04/2022 23:30;12.8;0
12/04/2022 23:45;12.8;0
13/04/2022 00:00;12.6;0
13/04/2022 00:15;12.4;0
13/04/2022 00:30;12.1;0
13/04/2022 00:45;12;0
13/04/2022 01:00;12.1;0
13/04/2022 01:15;12.2;0
13/04/2022 01:30;12.2;0
13/04/2022 01:45;12.3;0
13/04/2022 02:00;12.2;0
13/04/2022 02:15;12.1;0
13/04/2022 02:30;12.2;0
13/04/2022 02:45;12.1;0
13/04/2022 03:00;12;0
13/04/2022 03:15;12;0
13/04/2022 03:30;12;0
13/04/2022 03:45;12.1;0
13/04/2022 04:00;12.1;0
13/04/2022 04:15;11.9;0
13/04/2022 04:30;11.8;0
13/04/2022 04:45;11.8;0
13/04/2022 05:00;11.8;0
13/04/2022 05:15;11.7;0
13/04/2022 05:30;11.7;0
13/04/2022 05:45;11.7;0
13/04/2022 06:00;11.7;0
13/04/2022 06:15;11.8;0
13/04/2022 06:30;11.8;0
13/04/2022 06:45;11.7;0
13/04/2022 07:00;11.7;1
13/04/2022 07:15;11.8;8
13/04/2022 07:30;11.9;27
13/04/2022 07:45;11.9;54
13/04/2022 08:00;12.1;40
13/04/2022 08:15;12.1;61
13/04/2022 08:30;12.2;71
13/04/2022 08:45;12.3;107
13/04/2022 09:00;12.5;133
13/04/2022 09:15;12.8;161
13/04/2022 09:30;13.3;106
13/04/2022 09:45;13.3;154
13/04/2022 10:00;13.4;239
13/04/2022 10:15;13.9;161
13/04/2022 10:30;13.9;98
13/04/2022 10:45;13.8;151
13/04/2022 11:00;13.8;226
13/04/2022 11:15;14.1;231
13/04/2022 11:30;14.3;219
13/04/2022 11:45;14.4;257
13/04/2022 12:00;14.7;209
13/04/2022 12:15;14.7;251
13/04/2022 12:30;15.3;582
13/04/2022 12:45;15.3;233
13/04/2022 13:00;15.5;405
13/04/2022 13:15;16;562
13/04/2022 13:30;16.4;488
13/04/2022 13:45;16.5;555
13/04/2022 14:00;16.9;654
13/04/2022 14:15;17.1;711
13/04/2022 14:30;17.6;731
13/04/2022 14:45;18.2;685
13/04/2022 15:00;18.2;652
13/04/2022 15:15;17.7;605
13/04/2022 15:30;17.9;617
13/04/2022 15:45;17.8;621
13/04/2022 16:00;17.6;614
13/04/2022 16:15;17.6;602
13/04/2022 16:30;17.6;555
13/04/2022 16:45;17.3;541
13/04/2022 17:00;17.4;499
13/04/2022 17:15;17.2;408
13/04/2022 17:30;16.9;371
13/04/2022 17:45;17;387
13/04/2022 18:00;17.1;349
13/04/2022 18:15;16.6;315
13/04/2022 18:30;16.9;261
13/04/2022 18:45;16.4;220
13/04/2022 19:00;16.1;166
13/04/2022 19:15;16;139
13/04/2022 19:30;15.9;107
13/04/2022 19:45;15.5;65
13/04/2022 20:00;14.8;21
13/04/2022 20:15;14.3;3
13/04/2022 20:30;13.9;0
13/04/2022 20:45;13.7;0
13/04/2022 21:00;13.5;0
13/04/2022 21:15;13.3;0
13/04/2022 21:30;13.1;0
13/04/2022 21:45;13;0
13/04/2022 22:00;12.9;0
13/04/2022 22:15;12.6;0
13/04/2022 22:30;12.4;0
13/04/2022 22:45;12.3;0
13/04/2022 23:00;12.1;0
13/04/2022 23:15;11.9;0
13/04/2022 23:30;11.8;0
13/04/2022 23:45;11.8;0
14/04/2022 00:00;11.8;0
14/04/2022 00:15;11.4;0
14/04/2022 00:30;11.3;0
14/04/2022 00:45;11.2;0
14/04/2022 01:00;11;0
14/04/2022 01:15;10.9;0
14/04/2022 01:30;10.8;0
14/04/2022 01:45;10.6;0
14/04/2022 02:00;10.4;0
14/04/2022 02:15;10.3;0
14/04/2022 02:30;10.4;0
14/04/2022 02:45;10.2;0
14/04/2022 03:00;10.2;0
14/04/2022 03:15;10.1;0
14/04/2022 03:30;10;0
14/04/2022 03:45;10;0
14/04/2022 04:00;9.9;0
14/04/2022 04:15;10;0
14/04/2022 04:30;9.8;0
14/04/2022 04:45;9.8;0
14/04/2022 05:00;9.8;0
14/04/2022 05:15;9.8;0
14/04/2022 05:30;9.9;0
14/04/2022 05:45;9.9;0
14/04/2022 06:00;9.7;0
14/04/2022 06:15;9.5;0
14/04/2022 06:30;9.8;0
14/04/2022 06:45;9.6;0
14/04/2022 07:00;9.5;3
14/04/2022 07:15;9.2;9
14/04/2022 07:30;9.1;19
14/04/2022 07:45;9.2;43
14/04/2022 08:00;9.6;97
14/04/2022 08:15;10;128
14/04/2022 08:30;10.7;174
14/04/2022 08:45;11.4;168
14/04/2022 09:00;12.1;252
14/04/2022 09:15;13;266
14/04/2022 09:30;12.9;291
14/04/2022 09:45;13.6;352
14/04/2022 10:00;13.7;405
14/04/2022 10:15;14.5;459
14/04/2022 10:30;15.4;419
14/04/2022 10:45;15.8;451
14/04/2022 11:00;15.4;534
14/04/2022 11:15;15.4;463
14/04/2022 11:30;15.7;446
14/04/2022 11:45;16.3;534
14/04/2022 12:00;16.5;621
14/04/2022 12:15;16.8;492
14/04/2022 12:30;17.1;598
14/04/2022 12:45;17.4;629
14/04/2022 13:00;18.1;669
14/04/2022 13:15;18.5;730
14/04/2022 13:30;18.7;643
14/04/2022 13:45;18.5;720
14/04/2022 14:00;17.9;715
14/04/2022 14:15;18.2;728
14/04/2022 14:30;17.9;701
14/04/2022 14:45;18.6;665
14/04/2022 15:00;18.9;614
14/04/2022 15:15;18.8;588
14/04/2022 15:30;18.8;610
14/04/2022 15:45;18.9;616
14/04/2022 16:00;19.1;608
14/04/2022 16:15;19.1;599
14/04/2022 16:30;19.5;573
14/04/2022 16:45;19.1;539
14/04/2022 17:00;19.2;508
14/04/2022 17:15;19;472
14/04/2022 17:30;18.5;444
14/04/2022 17:45;18.2;396
14/04/2022 18:00;18;349
14/04/2022 18:15;17.6;318
14/04/2022 18:30;17.4;263
14/04/2022 18:45;17.7;220
14/04/2022 19:00;16.7;178
14/04/2022 19:15;16.2;141
14/04/2022 19:30;15.9;101
14/04/2022 19:45;15.7;66
14/04/2022 20:00;15.2;28
14/04/2022 20:15;14.5;6
14/04/2022 20:30;14;1
14/04/2022 20:45;13.6;0
14/04/2022 21:00;13.4;0
14/04/2022 21:15;13.2;0
14/04/2022 21:30;13;0
14/04/2022 21:45;12.9;0
14/04/2022 22:00;12.7;0
14/04/2022 22:15;12.5;0
14/04/2022 22:30;12.5;0
14/04/2022 22:45;12.2;0
14/04/2022 23:00;12.1;0
14/04/2022 23:15;12;0
14/04/2022 23:30;11.9;0
14/04/2022 23:45;11.8;0
15/04/2022 00:00;11.6;0
15/04/2022 00:15;11.6;0
15/04/2022 00:30;11.5;0
15/04/2022 00:45;11.3;0
15/04/2022 01:00;11.3;0
15/04/2022 01:15;11.2;0
15/04/2022 01:30;10.9;0
15/04/2022 01:45;10.8;0
15/04/2022 02:00;10.6;0
15/04/2022 02:15;10.6;0
15/04/2022 02:30;10.5;0
15/04/2022 02:45;10.4;0
15/04/2022 03:00;10.4;0
15/04/2022 03:15;10.5;0
15/04/2022 03:30;10.2;0
15/04/2022 03:45;10.2;0
15/04/2022 04:00;10.1;0
15/04/2022 04:15;10.2;0
15/04/2022 04:30;10.1;0
15/04/2022 04:45;9.8;0
15/04/2022 05:00;9.7;0
15/04/2022 05:15;9.7;0
15/04/2022 05:30;9.6;0
15/04/2022 05:45;9.6;0
15/04/2022 06:00;9.5;0
15/04/2022 06:15;9.5;0
15/04/2022 06:30;9.6;0
15/04/2022 06:45;9.5;0
15/04/2022 07:00;9.5;3
15/04/2022 07:15;9.5;10
15/04/2022 07:30;9.6;18
15/04/2022 07:45;9.9;37
15/04/2022 08:00;10.7;110
15/04/2022 08:15;11.3;142
15/04/2022 08:30;12.1;174
15/04/2022 08:45;12.9;207
15/04/2022 09:00;14;243
15/04/2022 09:15;14.4;259
15/04/2022 09:30;14.2;283
15/04/2022 09:45;14.6;351
15/04/2022 10:00;15;396
15/04/2022 10:15;15.3;435
15/04/2022 10:30;16.2;452
15/04/2022 10:45;16.8;456
15/04/2022 11:00;17.7;542
15/04/2022 11:15;17.9;578
15/04/2022 11:30;18.3;600
15/04/2022 11:45;18.5;574
15/04/2022 12:00;18.8;628
15/04/2022 12:15;18.9;671
15/04/2022 12:30;19.3;688
15/04/2022 12:45;19.7;638
15/04/2022 13:00;19.8;710
15/04/2022 13:15;20;715
15/04/2022 13:30;19.7;647
15/04/2022 13:45;19.4;718
15/04/2022 14:00;19.5;703
15/04/2022 14:15;19.9;721
15/04/2022 14:30;20.3;664
15/04/2022 14:45;20.3;620
15/04/2022 15:00;20.2;582
15/04/2022 15:15;20.2;579
15/04/2022 15:30;20.5;543
15/04/2022 15:45;20;584
15/04/2022 16:00;20.1;539
15/04/2022 16:15;20.9;635
15/04/2022 16:30;21.6;598
15/04/2022 16:45;21.8;503
15/04/2022 17:00;22.7;539
15/04/2022 17:15;22.4;499
15/04/2022 17:30;21.6;478
15/04/2022 17:45;21.4;401
15/04/2022 18:00;21.1;318
15/04/2022 18:15;20.9;337
15/04/2022 18:30;20.5;271
15/04/2022 18:45;20.2;224
15/04/2022 19:00;19.8;182
15/04/2022 19:15;19.6;147
15/04/2022 19:30;19.2;86
15/04/2022 19:45;17.9;39
15/04/2022 20:00;17.1;31
15/04/2022 20:15;16.4;6
15/04/2022 20:30;15.7;1
15/04/2022 20:45;15.2;0
15/04/2022 21:00;14.8;0
15/04/2022 21:15;14.5;0
15/04/2022 21:30;14.4;0
15/04/2022 21:45;14.2;0
15/04/2022 22:00;14.1;0
15/04/2022 22:15;13.8;0
15/04/2022 22:30;13.7;0
15/04/2022 22:45;13.6;0
15/04/2022 23:00;13.4;0
15/04/2022 23:15;13.3;0
15/04/2022 23:30;13.2;0
15/04/2022 23:45;13.1;0
16/04/2022 00:00;13;0
16/04/2022 00:15;12.8;0
16/04/2022 00:30;12.7;0
16/04/2022 00:45;12.7;0
16/04/2022 01:00;12.7;0
16/04/2022 01:15;12.8;0
16/04/2022 01:30;12.9;0
16/04/2022 01:45;12.9;0
16/04/2022 02:00;12.9;0
16/04/2022 02:15;12.9;0
16/04/2022 02:30;12.8;0
16/04/2022 02:45;12.8;0
16/04/2022 03:00;12.8;0
16/04/2022 03:15;12.6;0
16/04/2022 03:30;12.6;0
16/04/2022 03:45;12.4;0
16/04/2022 04:00;12.3;0
16/04/2022 04:15;12.2;0
16/04/2022 04:30;12.1;0
16/04/2022 04:45;12.1;0
16/04/2022 05:00;12;0
16/04/2022 05:15;11.9;0
16/04/2022 05:30;11.9;0
16/04/2022 05:45;11.8;0
16/04/2022 06:00;11.6;0
16/04/2022 06:15;11.5;0
16/04/2022 06:30;11.4;0
16/04/2022 06:45;11.3;0
16/04/2022 07:00;11.3;1
16/04/2022 07:15;11.1;5
16/04/2022 07:30;10.9;11
16/04/2022 07:45;10.9;20
16/04/2022 08:00;11;26
16/04/2022 08:15;10.8;50
16/04/2022 08:30;11.1;60
16/04/2022 08:45;11.2;68
16/04/2022 09:00;11.4;77
16/04/2022 09:15;11.6;103
16/04/2022 09:30;12.1;122
16/04/2022 09:45;12.1;132
16/04/2022 10:00;12.6;152
16/04/2022 10:15;12.8;185
16/04/2022 10:30;13.3;231
16/04/2022 10:45;13.8;329
16/04/2022 11:00;14.3;450
16/04/2022 11:15;15.2;552
16/04/2022 11:30;16.5;621
16/04/2022 11:45;17.6;602
16/04/2022 12:00;18.8;632
16/04/2022 12:15;18.7;693
16/04/2022 12:30;19.3;698
16/04/2022 12:45;19.5;650
16/04/2022 13:00;19.6;742
16/04/2022 13:15;19.2;725
16/04/2022 13:30;19.7;666
16/04/2022 13:45;19;727
16/04/2022 14:00;19.2;659
16/04/2022 14:15;19.2;720
16/04/2022 14:30;19.6;708
16/04/2022 14:45;19.6;679
16/04/2022 15:00;20.1;617
16/04/2022 15:15;19.8;612
16/04/2022 15:30;19.8;606
16/04/2022 15:45;19.1;623
16/04/2022 16:00;19.4;626
16/04/2022 16:15;18.9;591
16/04/2022 16:30;18.6;547
16/04/2022 16:45;18.5;551
16/04/2022 17:00;18.5;515
16/04/2022 17:15;18.9;466
16/04/2022 17:30;18.6;464
16/04/2022 17:45;18.5;406
16/04/2022 18:00;18.3;366
16/04/2022 18:15;18.6;336
16/04/2022 18:30;18.5;272
16/04/2022 18:45;18.1;225
16/04/2022 19:00;17.9;166
16/04/2022 19:15;17.5;148
16/04/2022 19:30;17.1;118
16/04/2022 19:45;16.9;72
16/04/2022 20:00;16;31
16/04/2022 20:15;15.5;7
16/04/2022 20:30;15.2;0
16/04/2022 20:45;14.7;0
16/04/2022 21:00;14.5;0
16/04/2022 21:15;14.2;0
16/04/2022 21:30;14;0
16/04/2022 21:45;13.7;0
16/04/2022 22:00;13.5;0
16/04/2022 22:15;13.5;0
16/04/2022 22:30;13.5;0
16/04/2022 22:45;13.5;0
16/04/2022 23:00;13.6;0
16/04/2022 23:15;13.6;0
16/04/2022 23:30;13.4;0
16/04/2022 23:45;13.3;0
17/04/2022 00:00;13.3;0
17/04/2022 00:15;13.3;0
17/04/2022 00:30;13.2;0
17/04/2022 00:45;13.4;0
17/04/2022 01:00;13.3;0
17/04/2022 01:15;13.2;0
17/04/2022 01:30;13.2;0
17/04/2022 01:45;13.3;0
17/04/2022 02:00;13.3;0
17/04/2022 02:15;13.3;0
17/04/2022 02:30;13.3;0
17/04/2022 02:45;13.3;0
17/04/2022 03:00;13.1;0
17/04/2022 03:15;13.1;0
17/04/2022 03:30;13.1;0
17/04/2022 03:45;13.2;0
17/04/2022 04:00;13.2;0
17/04/2022 04:15;13.1;0
17/04/2022 04:30;13.1;0
17/04/2022 04:45;13.1;0
17/04/2022 05:00;13;0
17/04/2022 05:15;13;0
17/04/2022 05:30;13;0
17/04/2022 05:45;12.9;0
17/04/2022 06:00;12.8;0
17/04/2022 06:15;12.7;0
17/04/2022 06:30;12.6;0
17/04/2022 06:45;12.5;0
17/04/2022 07:00;12.3;2
17/04/2022 07:15;12.2;10
17/04/2022 07:30;12.1;30
17/04/2022 07:45;12.1;45
17/04/2022 08:00;12.1;66
17/04/2022 08:15;12.3;74
17/04/2022 08:30;12.5;100
17/04/2022 08:45;12.7;127
17/04/2022 09:00;12.9;146
17/04/2022 09:15;12.9;138
17/04/2022 09:30;13.1;211
17/04/2022 09:45;13.8;303
17/04/2022 10:00;14.5;407
17/04/2022 10:15;15.4;401
17/04/2022 10:30;15.6;442
17/04/2022 10:45;15.8;446
17/04/2022 11:00;16.4;465
17/04/2022 11:15;16.6;547
17/04/2022 11:30;15.6;323
17/04/2022 11:45;15;331
17/04/2022 12:00;15.8;642
17/04/2022 12:15;16.6;646
17/04/2022 12:30;16.9;658
17/04/2022 12:45;17.5;628
17/04/2022 13:00;18.1;721
17/04/2022 13:15;18.2;616
17/04/2022 13:30;18.7;663
17/04/2022 13:45;19.1;700
17/04/2022 14:00;19.3;758
17/04/2022 14:15;20.1;720
17/04/2022 14:30;21.1;804
17/04/2022 14:45;21.2;711
17/04/2022 15:00;21.1;584
17/04/2022 15:15;20.9;649
17/04/2022 15:30;21.4;672
17/04/2022 15:45;20.9;561
17/04/2022 16:00;20.6;620
17/04/2022 16:15;21.4;555
17/04/2022 16:30;21.6;567
17/04/2022 16:45;20.6;530
17/04/2022 17:00;20.9;518
17/04/2022 17:15;20.9;462
17/04/2022 17:30;20.7;454
17/04/2022 17:45;19.9;379
17/04/2022 18:00;19.8;350
17/04/2022 18:15;19.7;312
17/04/2022 18:30;19.2;264
17/04/2022 18:45;19.2;223
17/04/2022 19:00;19.1;190
17/04/2022 19:15;19;152
17/04/2022 19:30;18.7;108
17/04/2022 19:45;18.4;66
17/04/2022 20:00;17.5;31
17/04/2022 20:15;16.6;7
17/04/2022 20:30;16;1
17/04/2022 20:45;15.8;0
17/04/2022 21:00;15.7;0
17/04/2022 21:15;15.6;0
17/04/2022 21:30;15.3;0
17/04/2022 21:45;15.2;0
17/04/2022 22:00;15.2;0
17/04/2022 22:15;14.9;0
17/04/2022 22:30;14.7;0
17/04/2022 22:45;14.7;0
17/04/2022 23:00;14.6;0
17/04/2022 23:15;14.4;0
17/04/2022 23:30;14.2;0
17/04/2022 23:45;14.3;0
18/04/2022 00:00;14.2;0
18/04/2022 00:15;13.9;0
18/04/2022 00:30;13.6;0
18/04/2022 00:45;13.6;0
18/04/2022 01:00;13.8;0
18/04/2022 01:15;13.5;0
18/04/2022 01:30;13.2;0
18/04/2022 01:45;13;0
18/04/2022 02:00;12.9;0
18/04/2022 02:15;12.9;0
18/04/2022 02:30;12.9;0
18/04/2022 02:45;12.9;0
18/04/2022 03:00;12.7;0
18/04/2022 03:15;12.9;0
18/04/2022 03:30;12.4;0
18/04/2022 03:45;11.9;0
18/04/2022 04:00;11.7;0
18/04/2022 04:15;11.8;0
18/04/2022 04:30;11.8;0
18/04/2022 04:45;11.8;0
18/04/2022 05:00;11.7;0
18/04/2022 05:15;11.3;0
18/04/2022 05:30;10.8;0
18/04/2022 05:45;10.7;0
18/04/2022 06:00;10.6;0
18/04/2022 06:15;10.6;0
18/04/2022 06:30;10.4;0
18/04/2022 06:45;10.1;1
18/04/2022 07:00;10.1;5
18/04/2022 07:15;10;12
18/04/2022 07:30;10;18
18/04/2022 07:45;10.1;42
18/04/2022 08:00;10.9;119
18/04/2022 08:15;12.3;154
18/04/2022 08:30;13.2;189
18/04/2022 08:45;13.5;224
18/04/2022 09:00;13.4;262
18/04/2022 09:15;14;285
18/04/2022 09:30;14.5;296
18/04/2022 09:45;14.4;362
18/04/2022 10:00;14.9;417
18/04/2022 10:15;15.3;456
18/04/2022 10:30;16.5;479
18/04/2022 10:45;17;466
18/04/2022 11:00;17.4;553
18/04/2022 11:15;17.6;592
18/04/2022 11:30;17.9;625
18/04/2022 11:45;18.4;626
18/04/2022 12:00;19;659
18/04/2022 12:15;19.1;699
18/04/2022 12:30;19.4;713
18/04/2022 12:45;19.3;664
18/04/2022 13:00;18.7;738
18/04/2022 13:15;19;732
18/04/2022 13:30;18.8;661
18/04/2022 13:45;18.3;740
18/04/2022 14:00;18.1;764
18/04/2022 14:15;17.8;758
18/04/2022 14:30;17.9;720
18/04/2022 14:45;17.9;676
18/04/2022 15:00;18;616
18/04/2022 15:15;17.6;609
18/04/2022 15:30;17.8;632
18/04/2022 15:45;17.4;632
18/04/2022 16:00;17.5;622
18/04/2022 16:15;17.5;607
18/04/2022 16:30;17.5;576
18/04/2022 16:45;18;545
18/04/2022 17:00;18.1;507
18/04/2022 17:15;18.4;471
18/04/2022 17:30;18.8;453
18/04/2022 17:45;18.6;395
18/04/2022 18:00;18.6;369
18/04/2022 18:15;17.6;318
18/04/2022 18:30;17.2;266
18/04/2022 18:45;16.7;225
18/04/2022 19:00;16.6;183
18/04/2022 19:15;16.7;141
18/04/2022 19:30;16.2;107
18/04/2022 19:45;15.8;69
18/04/2022 20:00;15.3;36
18/04/2022 20:15;14.9;8
18/04/2022 20:30;14.5;1
18/04/2022 20:45;14.2;0
18/04/2022 21:00;14;0
18/04/2022 21:15;13.6;0
18/04/2022 21:30;13.4;0
18/04/2022 21:45;13.2;0
18/04/2022 22:00;13;0
18/04/2022 22:15;12.8;0
18/04/2022 22:30;12.6;0
18/04/2022 22:45;12.5;0
18/04/2022 23:00;12.2;0
18/04/2022 23:15;12.1;0
18/04/2022 23:30;11.9;0
18/04/2022 23:45;11.7;0
19/04/2022 00:00;11.6;0
19/04/2022 00:15;11.4;0
19/04/2022 00:30;11.2;0
19/04/2022 00:45;11.2;0
19/04/2022 01:00;11.1;0
19/04/2022 01:15;11;0
19/04/2022 01:30;10.9;0
19/04/2022 01:45;10.8;0
19/04/2022 02:00;10.8;0
19/04/2022 02:15;10.5;0
19/04/2022 02:30;10.4;0
19/04/2022 02:45;10.2;0
19/04/2022 03:00;10.2;0
19/04/2022 03:15;10.1;0
19/04/2022 03:30;10;0
19/04/2022 03:45;9.9;0
19/04/2022 04:00;9.8;0
19/04/2022 04:15;9.8;0
19/04/2022 04:30;9.6;0
19/04/2022 04:45;9.6;0
19/04/2022 05:00;9.5;0
19/04/2022 05:15;9.3;0
19/04/2022 05:30;9.4;0
19/04/2022 05:45;9.5;0
19/04/2022 06:00;9.6;0
19/04/2022 06:15;9.6;0
19/04/2022 06:30;9.5;0
19/04/2022 06:45;9.5;0
19/04/2022 07:00;9.5;5
19/04/2022 07:15;9.8;12
19/04/2022 07:30;10;18
19/04/2022 07:45;10.3;45
19/04/2022 08:00;10.4;111
19/04/2022 08:15;10.6;146
19/04/2022 08:30;10.9;184
19/04/2022 08:45;11.5;223
19/04/2022 09:00;12;265
19/04/2022 09:15;12.3;298
19/04/2022 09:30;12.5;306
19/04/2022 09:45;13;370
19/04/2022 10:00;13.4;411
19/04/2022 10:15;13.4;222
19/04/2022 10:30;13.5;476
19/04/2022 10:45;13.8;485
19/04/2022 11:00;14.4;393
19/04/2022 11:15;14.5;463
19/04/2022 11:30;14.8;611
19/04/2022 11:45;16;669
19/04/2022 12:00;15.9;730
19/04/2022 12:15;15.9;403
19/04/2022 12:30;15.9;550
19/04/2022 12:45;16.4;668
19/04/2022 13:00;16.4;466
19/04/2022 13:15;16.9;655
19/04/2022 13:30;17;619
19/04/2022 13:45;16.1;665
19/04/2022 14:00;16.1;789
19/04/2022 14:15;15.8;765
19/04/2022 14:30;16.1;729
19/04/2022 14:45;16.2;689
19/04/2022 15:00;15.7;626
19/04/2022 15:15;15.5;629
19/04/2022 15:30;15.6;652
19/04/2022 15:45;15.5;649
19/04/2022 16:00;15.4;671
19/04/2022 16:15;14.9;229
19/04/2022 16:30;14.9;488
19/04/2022 16:45;14.9;597
19/04/2022 17:00;14.6;480
19/04/2022 17:15;14.7;423
19/04/2022 17:30;14.8;450
19/04/2022 17:45;14.9;424
19/04/2022 18:00;14.8;402
19/04/2022 18:15;14.4;313
19/04/2022 18:30;14.3;268
19/04/2022 18:45;14.1;232
19/04/2022 19:00;14;192
19/04/2022 19:15;13.7;151
19/04/2022 19:30;13.5;112
19/04/2022 19:45;13.2;77
19/04/2022 20:00;12.7;36
19/04/2022 20:15;12.2;7
19/04/2022 20:30;11.9;1
19/04/2022 20:45;11.7;0
